question,answer,category,적용대상,출처
오늘 공부 시간이 부족한데 어떻게 해야 할까요?,"시간이 적을 때는 단어 위주로 챙기고, 강의는 최소 목표치만 달성해주세요.",FAQ,공통,line369
단어 암기는 어떻게 해야 효과적일까요?,"퀴즐렛을 활용해 매일 2챕터씩 반복하고, 주간 단위로 누적 복습해주세요.",학습법,공통,line370
101~301 단어를 끝내면 어떻게 해야 하나요?,"한 회독 끝낸 뒤 잘 외운 파트는 401, 501, 502로 대체해가며 암기하세요.",학습자료,공통,line371
어휘 문제는 어떻게 활용하면 좋을까요?,단어 문제를 풀고 정답뿐 아니라 해석까지 반드시 확인해주세요.,학습법,공통,line372
"501, 502 단어가 어렵나요?",낯선 어휘가 많지만 꾸준히 2챕터씩 외우면 충분히 소화 가능합니다.,영어,공통,line373
논리 401은 어떻게 공부하면 좋을까요?,"하루 4강씩 나가며 단어는 101, 301에서 2챕터씩 병행해주시길 권장드립니다.",영어,공통,line374
논리 파트가 쉬워졌는데 어떻게 해야 할까요?,자신감을 유지하면서 문제 양을 늘려 시간 안에 푸는 연습을 병행해주세요.,영어,공통,line375
독해 점수가 낮게 나오는데 어떻게 개선하나요?,오답 문항을 다시 풀고 문장 배열·삽입 문제를 집중적으로 복습해주세요.,영어,공통,line376
독해는 어떻게 훈련하면 좋을까요?,매일 2~3지문을 시간 재고 풀면서 해석 연습을 병행해주세요.,영어,공통,line377
401 과정 끝나면 문법은 어떻게 이어가나요?,"401 마무리 후 복습 진행하고 문법 202, 302를 이어서 시작해주세요.",커리큘럼,공통,line378
문법은 복습을 어떻게 해야 할까요?,"n회독을 돌리며 틀린 문제 위주로 정리하고, 새로운 문제를 풀면서 적용해주세요.",영어,공통,line379
"문법 201, 301 강의는 언제 들으면 좋을까요?",401 마무리 후 복습 과정에서 회독용으로 활용해주세요.,커리큘럼,공통,line380
문풀 단계에서는 문법 문제를 어떻게 접근하나요?,답을 찾은 뒤 전체 지문 해석을 하며 문법 포인트를 다시 확인해주세요.,시험준비,공통,line381
모의고사에서 오답은 어떻게 복습하나요?,틀린 문제 번호 기록 → 이유 분석 → 정답 근거 확인 순서로 오답노트를 작성해주세요.,시험준비,공통,line382
모의고사는 어떻게 응시하면 좋을까요?,"실제 시험처럼 타이머를 재고 응시하고, 온라인 응시 시에도 반드시 필기해가며 풀어주세요.",시험준비,공통,line383
모의고사에서 독해를 많이 틀렸습니다. 어떻게 개선하나요?,"틀린 독해 지문을 다시 해석하고, 선지별 근거를 직접 찾아보세요.",시험준비,공통,line384
기출 문제는 어떻게 풀어야 하나요?,"실제 시험처럼 타이머를 재고 풀고, 틀린 문제는 반드시 오답노트로 정리해주세요.",시험준비,공통,line385
건대 기출은 어떻게 풀면 좋을까요?,실제 시험처럼 풀고 오답은 이유와 근거를 기록해주세요.,시험준비,공통,line386
D-100 시리즈는 어떻게 활용하나요?,"한 차시씩 풀면서 난이도를 체크하고, 맞지 않으면 바로 기출로 넘어가세요.",시험준비,공통,line387
학습 계획은 어떻게 세워야 하나요?,"월 단위로 큰 목표를 정하고, 매일 강의와 단어 학습 비율을 6:4로 맞춰주세요.",학습법,공통,line388
하루 학습 루틴은 어떻게 잡으면 좋을까요?,"오전엔 인강, 오후엔 단어, 저녁엔 문제풀이로 배치해주세요.",학습법,공통,line389
7월 이후에는 어떤 학습을 하면 좋을까요?,"401 시리즈 완강 후 복습을 진행하고, 이후 기출 문제 풀이를 집중하세요.",커리큘럼,공통,line390
공부가 잘 안될 때는 어떻게 하나요?,단어 같은 짧은 과제부터 시작해 성취감을 느끼며 분위기를 바꾸세요.,FAQ,공통,line391
지칠 때는 어떻게 회복하나요?,하루 30분 산책이나 가벼운 휴식을 통해 리프레시한 뒤 다시 시작하세요.,FAQ,공통,line392
편입 준비 과정은 어떻게 진행되나요?,"기초 단어와 문법부터 시작해 401, 501 과정과 기출 풀이까지 순차적으로 진행됩니다.",입시정보,공통,line393
편입 영어에서 가장 중요한 것은 무엇인가요?,"단어 암기가 핵심이며, 이후 독해와 논리로 확장해가야 합니다.",입시정보,공통,line394
장문 독해는 어떻게 훈련해야 하나요?,"401 과정 마무리 후 매일 3~5강씩 듣고, 단어 암기와 병행하세요.",영어,공통,line395
단어 문제집은 언제 활용하면 좋을까요?,기본 암기 후 복습 차원에서 주말마다 풀어주세요.,학습자료,공통,line396
퀴즐렛은 어떻게 활용하나요?,"매일 외운 단어를 퀴즐렛으로 복습하고, 주간 누적 테스트를 만들어 활용하세요.",학습법,공통,line397
복습과 신규 학습은 어떤 비율로 가야 하나요?,"복습 60%, 신규 40% 비율로 진행하면 효과적입니다.",학습법,공통,line398
온라인 모의고사 시 주의할 점은?,눈으로만 풀지 말고 반드시 필기하면서 푸세요.,시험준비,공통,line399
오답노트는 어떻게 작성하나요?,틀린 파트 기록 → 이유 분석 → 정답 근거 확인 순서로 정리해주세요.,학습법,공통,line400
501 단어는 어떤 난이도인가요?,401보다 조금 어렵지만 반복 회독으로 충분히 암기 가능합니다.,영어,공통,line401
논리 문제에서 실수 줄이는 법은?,선지 고르기 전 근거 문장을 반드시 표시하고 풀어주세요.,영어,공통,line402
문법 복습은 몇 회독 정도가 적당한가요?,"최소 3회독 이상 권장드리며, 틀린 문제 위주로 집중하세요.",영어,공통,line403
후반기 공부의 핵심은 무엇인가요?,"401~502 단어 완성, 기출 문제 다회독, 오답 관리가 핵심입니다.",커리큘럼,공통,line404
문법 복습은 어떻게 진행해야 효과적일까요?,"문법 복습은 하루에 4강 단위로 정리하고, 복습 후 바로 문제를 풀어 이해도를 점검하시는 것이 좋습니다.",영어,공통,line405
301 과정이 끝난 후 다음 과정은 어떻게 나가야 하나요?,301을 마무리한 뒤에는 전체 복습을 하고 문법을 다시 확인한 후 401 과정으로 진입하시면 됩니다.,커리큘럼,공통,line406
논리 문제 풀 때 단어가 부족하면 어떻게 해야 하나요?,"모르는 단어는 따로 정리해두시고, 매일 1~2챕터 단어를 반복 암기해주시면 문제풀이가 훨씬 수월해집니다.",영어,공통,line407
모의고사는 언제 응시하는 게 좋을까요?,"모의고사는 반드시 사전 신청 후 응시하시고, 매달 1회 이상 꾸준히 응시해 실전 경험을 쌓으셔야 합니다.",시험준비,공통,line408
단문독해 301은 어떻게 활용하면 좋나요?,"단문독해는 풀자마자 해설 확인, 오답은 오답노트에 정리 후 반복 복습하시면 효과가 큽니다.",영어,공통,line409
mvp 단어 암기가 부족한데 어떻게 보완할까요?,"표제어와 헷갈리는 단어를 분류해서 집중적으로 외우시고, 하루 1챕터 이상 회독을 반복하시면 좋습니다.",학습법,공통,line410
독해 속도가 느릴 때 개선 방법이 있나요?,"매일 2~3지문을 제한 시간 안에 풀어보시고, 틀린 문제는 정답 근거를 적어 복습하는 훈련을 해주세요.",영어,공통,line411
논리 301은 어떻게 접근하는 게 좋을까요?,"논리 문제는 오답률 관리가 중요하므로, 모르는 단어를 먼저 정리하고 정해진 시간 안에 꾸준히 풀어보시는 게 좋습니다.",영어,공통,line412
401 문법 과정은 어떻게 진행해야 하나요?,"401 과정은 4강 단위로 나누어 듣고, 강의 후 반드시 직접 문제를 풀어 이해도를 점검하시길 권장합니다.",영어,공통,line413
301 논리와 장독해가 어렵게 느껴질 때는 어떻게 해야 하나요?,"지문 풀이 후 오답노트에 근거를 정리하시고, 단어 암기를 보완해주시면 점점 수월해집니다.",영어,공통,line414
복습과 새로운 강의는 어떤 비율로 병행하는 게 좋을까요?,"복습 6: 신강의 4 정도로 배분하시고, 주말에는 복습 비율을 더 높이시면 안정적으로 학습할 수 있습니다.",학습법,공통,line415
mvp 단어장을 다 보면 다음에는 어떻게 해야 하나요?,mvp를 끝내신 뒤에는 101~301 단어를 함께 회독하면서 암기율을 높여주시면 좋습니다.,학습자료,공통,line416
301 과정을 복습할 때 어떻게 진행해야 하나요?,"문제 풀이 후 정답 근거를 반드시 정리하시고, 틀린 유형은 따로 모아 반복 학습하시면 됩니다.",학습법,공통,line417
모르는 단어가 많아 논리 문제풀이가 어렵습니다. 어떻게 해야 하나요?,"단어장에 따로 정리해 매일 20~30개씩 암기하고, 문제풀이 시 단어 추론 훈련도 병행해주세요.",영어,공통,line418
학습 루틴을 유지하기 위해 어떻게 관리해야 할까요?,"아침에 하루 계획을 세우고, 저녁에 반드시 점검하는 루틴을 유지하시면 꾸준히 이어갈 수 있습니다.",학습법,공통,line419
문법 문제를 다시 풀어보는 게 도움이 될까요?,"네, 복습 후 2~3일 뒤 다시 문제를 풀어보면 약한 부분이 확실히 드러나 복습 효과가 높아집니다.",영어,공통,line420
401과정까지 끝나면 바로 기출문제를 풀어야 하나요?,"401을 마친 뒤 복습을 먼저 진행하시고, 단어와 문법이 안정되면 기출문제를 시작하시면 됩니다.",커리큘럼,공통,line421
단어 회독은 하루에 몇 챕터씩 하는 게 적당할까요?,"하루에 최소 1챕터, 가능하다면 2챕터씩 꾸준히 반복하는 것이 가장 효율적입니다.",학습법,공통,line422
장독해는 어떻게 공부해야 할까요?,"지문을 시간 제한 두고 풀어본 뒤, 해설을 확인하고 지문 구조를 직접 정리해보시면 도움이 됩니다.",영어,공통,line423
301교재 상태 확인은 어떻게 하면 좋을까요?,"교재 상태는 매일 학습 후 체크하시고, 복습을 통해 빠진 부분을 보완해주시면 좋습니다.",학습자료,공통,line424
미적분 복습은 어떻게 하면 좋을까요?,며칠 안 보시면 감이 떨어질 수 있으니 매일 조금씩 복습하시길 바랍니다.,수학,이과,line425
급수 공부는 어떻게 해야 하나요?,여러 유형을 정리하고 문제를 많이 접하면서 연습해주시면 됩니다.,수학,이과,line426
선대 진도는 어떻게 나가야 할까요?,"하루에 한 강의씩은 꼭 들어주시고, 영어 비중을 줄여서라도 수학 진도를 확보하세요.",수학,이과,line427
정사영 파트가 어려운데 어떻게 해야 하나요?,정사영은 시간이 걸리는 파트라 다양한 유형 문제를 많이 풀어보시는 게 좋습니다.,수학,이과,line428
Rank 단원은 중요할까요?,시험에 무조건 나온다고 생각하시고 응용된 형태까지 꼭 외워두셔야 합니다.,수학,이과,line429
급수 문제가 자꾸 헷갈리는데 어떻게 대비해야 할까요?,급수는 수렴/발산 유형 위주로 매일 문제풀이 연습을 권장드립니다.,수학,이과,line430
극좌표는 어떻게 준비해야 하나요?,기본 공식을 모두 암기해두시면 적분 응용 문제를 푸는 데 도움이 됩니다.,수학,이과,line431
벡터공간 공부는 어떻게 해야 할까요?,개념을 확실히 잡는 것이 우선이므로 강의를 반복하고 노트에 정리하세요.,수학,이과,line432
선대에서 개념이 너무 많은데 어떻게 접근해야 할까요?,"강의 전 간단히 리마인드 후 학습하시고, 시험 끝난 후 집중 복습하시길 권합니다.",수학,이과,line433
정적분 활용은 어떻게 연습하면 좋을까요?,문제풀이와 함께 공식을 같이 암기해두시면 자연스럽게 외워집니다.,수학,이과,line434
어휘는 언제 외우는 게 좋을까요?,이동시간이나 자투리 시간을 활용해 최대한 외워주세요.,영어,공통,line435
문법 암기는 어떻게 하면 좋을까요?,그냥 읽기보다 직접 테스트를 만들어서 암기하셔야 효과적입니다.,영어,공통,line436
4회독할 때 표제어도 같이 봐야 할까요?,가볍게라도 보면서 동의어와 함께 체크하시는 것을 추천드립니다.,영어,공통,line437
문법은 얼마나 외우는 게 좋을까요?,매일 적당량을 정해두고 꾸준히 외우시길 권합니다.,영어,공통,line438
관계사 파트는 시험에 자주 나오나요?,시험 직전에 한번 살펴보시면 큰 도움이 됩니다.,영어,공통,line439
모의고사 전에는 어떤 준비를 해야 하나요?,범위 내 자주 틀리는 문제와 영어 문법만 정리하고 들어가시면 좋습니다.,시험준비,공통,line440
모의고사 오답은 언제 정리하는 게 좋을까요?,"해설지가 나오면 바로 정리하시고, 여건이 안 되면 다음날 정리해도 괜찮습니다.",시험준비,공통,line441
시험 중 실수했을 때 어떻게 해야 하나요?,다음 시험에서는 주의하시고 시험지가 나오면 다시 풀어보시길 바랍니다.,시험준비,공통,line442
시험 직전에 어떤 부분을 확인하면 좋을까요?,선형대수 기본 공식과 문법을 마지막으로 훑어보세요.,시험준비,공통,line443
시간 배분은 어떻게 조절해야 하나요?,"6월까지는 수학·영어를 5:5로 하고, 7월부터는 수학 비중을 6:4로 늘리세요.",시험준비,공통,line444
모의고사 접수는 언제까지 하나요?,5월 모의고사 접수는 5월 23일 22시까지이며 시험은 24일에 진행됩니다.,입시정보,공통,line445
6월 모의고사는 언제 보나요?,6월 21일 토요일에 진행됩니다.,입시정보,공통,line446
데일리 문제 범위는 어떻게 구성되나요?,"현강 진도에 맞춰서 구성되며, 올라온 것부터 풀어도 무방합니다.",입시정보,공통,line447
졸릴 때는 어떻게 공부하면 좋을까요?,스탠딩 책상을 쓰거나 과목을 바꿔서 공부해보세요.,학습법,공통,line448
시험 전날 과목 순서는 어떻게 할까요?,영어 논리는 건너뛰고 수학 문풀을 늘려서 진행하세요.,학습법,공통,line449
자투리 시간 활용법은 무엇이 좋을까요?,단어 암기를 자투리 시간에 하시면 가장 효율적입니다.,학습법,공통,line450
공부 루틴은 어떻게 잡으면 좋을까요?,"매일 10시간 학습을 목표로 하고, 과목별로 비중을 나누어 진행하세요.",학습법,공통,line451
성적을 올리려면 어떻게 해야 하나요?,"공부 방법을 바꾸지 않으면 성적도 그대로이니, 암기 테스트와 문풀을 병행하세요.",학습법,공통,line452
시험지는 어떻게 활용하면 좋을까요?,굿노트에 개념 노트를 복제해서 빈칸을 뚫은 테스트지로 활용해보세요.,학습자료,공통,line453
교재 문풀은 어떻게 활용해야 하나요?,김영교재 문풀은 빠짐없이 끝내고 부족한 부분은 심화 문풀로 보완하세요.,학습자료,공통,line454
기출문제 활용은 어떻게 하나요?,8월부터 기출을 풀면서 속도를 자연스럽게 올리시면 됩니다.,학습자료,공통,line455
오답노트는 어떻게 작성해야 하나요?,틀린 문제는 이유와 정답 근거까지 정리해서 다시 보세요.,학습자료,공통,line456
데일리 문제는 어떻게 풀어야 하나요?,매일 제공되는 문제를 풀고 부족한 점은 바로 보충하세요.,학습자료,공통,line457
문법은 매일 공부해야 하나요?,이제는 매일 하지 않으셔도 됩니다. 수학에 더 시간을 투자해주세요.,영어,공통,line458
타임어택 해설 시간이 오래 걸리는데 어떻게 해야 하나요?,해설 강의뿐 아니라 모르는 유형은 다른 교재를 참고해 추가로 풀어보셔야 합니다. 오래 걸리더라도 반드시 해주셔야 합니다.,수학,이과,line459
수학 진도와 문풀은 어떻게 병행해야 할까요?,진도는 계속 나가되 푸는 문제마다 부족한 부분은 반드시 보충해주셔야 합니다.,수학,이과,line460
밤에 공부가 자꾸 늦어집니다. 어떻게 조절할까요?,쉬는 시간을 줄여서 종료 시간을 앞당기시면 체력 부담이 덜합니다.,학습법,공통,line461
행렬 명제 문제는 요즘에도 자주 나오나요?,매우 자주 출제되며 파이널용 인강 컨텐츠도 따로 있을 정도로 중요합니다.,수학,이과,line462
단어 암기는 하루에 얼마나 해야 하나요?,이과 학생이라면 최소 하루 300개는 암기해주셔야 합니다.,영어,공통,line463
중적분은 어떻게 연습하면 좋을까요?,직접 그림을 많이 그리면서 본인만의 풀이 팁을 쌓아가시면 좋습니다.,수학,이과,line464
선대 명제는 언제 준비하는 게 좋을까요?,보통 시험 직전에 준비하지만 미리 차곡차곡 정리해두면 큰 이점이 있습니다.,수학,이과,line465
투영행렬이 헷갈릴 때 어떻게 해야 하나요?,해결될 때까지 개념 강의를 반복해서 듣고 다시 도전하세요.,수학,이과,line466
Rank 성질은 중요한가요?,단독 문제와 명제 형태로 모두 자주 나오므로 반드시 외워두셔야 합니다.,수학,이과,line467
모의고사는 꼭 응시해야 하나요?,수학 진도가 부족하더라도 영어 시험만이라도 응시해 부족한 부분을 확인하시길 권합니다.,시험준비,공통,line468
공부 시간이 줄고 있습니다. 어떻게 해야 할까요?,진도 위주로 공부 시간을 투자해주세요,학습법,공통,line469
오답노트는 언제 정리해야 하나요?,틀린 문제는 즉시 같은 유형 문제를 찾아 풀어보며 보충해야 효과적입니다.,학습자료,공통,line470
선형사상과 선형변환이 약합니다. 어떻게 공부할까요?,개념 이해가 부족하면 개념강좌를 반복해서 듣고 유사 문제를 많이 풀어보세요.,수학,이과,line471
공부 시간을 얼마나 확보해야 하나요?,"매일 11시간 이상 공부하시고, 1시 이전에 마무리하시길 권장드립니다.",학습법,공통,line472
기출문제 들어가기 전 어떤 준비가 필요할까요?,외워야 할 공식들을 모두 암기해두셔야 기출 풀이가 의미 있습니다.,시험준비,공통,line473
다변수는 언제까지 끝내야 하나요?,다변수 강의는 9월 초까지 마무리하고 곧바로 기출과 병행해주세요.,수학,이과,line474
수학 공식 암기는 어떻게 해야 하나요?,누적 복습으로 하루 최소 3단원씩 반복해주셔야 장기 기억에 남습니다.,수학,이과,line475
정적분 넓이는 어떻게 준비해야 하나요?,지금 시기엔 특수한 유형까지 모두 외워두셔야 합니다.,수학,이과,line476
독해가 잘 안 될 때 어떻게 보완하나요?,강사의 풀이와 본인의 풀이를 비교해 차이를 분석하는 연습을 하셔야 합니다.,영어,공통,line477
합격생들은 보통 하루 몇 시간씩 공부하나요?,합격생들은 하루에 보통 12시간씩 공부합니다. 목표를 정하고 매일 꾸준히 실천하시길 권합니다.,FAQ,공통,line478
다변수 부족한 파트는 어떻게 보충해야 할까요?,타임어택 교재 도착 전까지 다변수에서 부족했던 파트들을 집중적으로 보충해주시길 바랍니다.,수학,이과,line479
다변수 복습 후 어떤 과목을 시작하면 좋을까요?,다변수 복습이 어느정도 되었다면 공학수학을 하루 2강씩 시작하셔도 됩니다.,수학,이과,line480
다변수 복습 후 위클리 문제로 넘어가도 될까요?,"네, 다변수 복습을 우선적으로 진행한 후 위클리 문제로 넘어가시면 좋습니다.",수학,이과,line481
공학수학 복습은 어떻게 하면 좋을까요?,앞부분을 까먹지 않도록 꾸준히 복습해주시길 바랍니다.,수학,이과,line482
오답정리는 언제 하는 게 좋을까요?,하루 전체 공부를 마친 후 바로 오답까지 정리해주시면 효과적입니다.,학습자료,공통,line483
타임어택 교재는 언제 시작하면 좋을까요?,교재가 도착하는 즉시 타임어택과 기출을 병행해서 시작하셔야 합니다.,시험준비,공통,line484
무한급수 학습 시 주의할 점은 무엇인가요?,답만 맞히는 게 아니라 풀이 과정이 적절했는지도 반드시 확인하고 넘어가셔야 합니다.,수학,이과,line485
9월 김영 모의고사는 응시해야 할까요?,"실력 점검을 원하시면 응시하시되, 진도나 복습이 부족하다면 기출 학습에 집중하시길 권장합니다.",시험준비,공통,line486
기출은 언제부터 시작하는 게 좋을까요?,9월 중순부터는 하루 1회씩 최신순으로 기출을 풀어주셔야 합니다.,시험준비,공통,line487
기출 교재가 아직 도착하지 않았는데 어떻게 해야 하나요?,"교재 도착 전까지 타임어택을 서둘러 마무리하고, 다른 교재로 복습을 보충해주세요.",시험준비,공통,line488
기출 오답은 어떻게 정리해야 할까요?,"기출 오답은 최대한 당일에 정리해주시고, 사용된 공식은 반드시 암기해주셔야 합니다.",학습자료,공통,line489
기출 문제 푸는 순서를 알려주세요.,동국→건국→아주→세종 순으로 학교별 5개년치씩 풀고 다음 학교로 넘어가세요.,시험준비,공통,line490
기출 풀이와 오답까지 마치려면 공부 시간을 얼마나 확보해야 하나요?,매일 12시간 이상 확보해야 기출 풀이와 오답까지 마무리할 수 있습니다.,FAQ,공통,line491
가천대 기출은 어떤 특징이 있나요?,가천대는 편입수학 중 고난이도 출제 학교로 유명하니 오답 복습과 학교별 특징 정리를 병행하세요.,입시정보,이과,line492
건국대 기출은 몇 문제 정도 맞아야 하나요?,건국대는 난이도가 높지 않아 3개 이하로 틀리는 것을 목표로 학습하세요.,시험준비,이과,line493
동국대 기출 난이도는 어떤가요?,동국대는 비교적 쉬운 편이라 1개 이하로 틀리셔야 합니다.,시험준비,이과,line494
문법과 수학 공식 암기는 어떻게 병행해야 하나요?,틈틈이 문법과 수학 공식을 함께 암기해주셔야 합니다. 매일 시간을 따로 확보하시길 바랍니다.,학습법,공통,line495
이중적분·삼중적분은 어떻게 준비해야 하나요?,최근에는 난도가 높아지고 있으니 개념강좌를 확실히 자기 것으로 만든 후 문제풀이를 병행하세요.,수학,이과,line496
단어장은 언제 교체하는 게 좋을까요?,현재 단어장을 3회독 이상 마치고 충분히 익숙해졌을 때 새로운 단어장으로 넘어가시면 됩니다.,학습자료,공통,line497
영어 기출은 언제 시작하는 게 좋을까요?,수학보다 중요도가 낮으므로 10월 이후 독해력이 안정됐을 때 주 2회 정도 풀어주시면 됩니다.,영어,공통,line498
남은 기간 공부 시간은 어떻게 조절해야 할까요?,"하루 12시간 이상 공부하시고, 특히 원서 접수 기간(11월 말~12월 초)에는 공부 시간이 줄어드니 지금 미리 최대한 하셔야 합니다.",학습법,공통,line499
아주대 기출 난이도는 어떤가요?,아주대는 어려운 학교에 속하므로 다 맞는 것을 목표로 하기보다 최대한 많은 문제를 풀어내는 연습을 하세요.,시험준비,이과,line500
어휘 문제를 빠르게 찍다 보니 틀렸습니다. 어떻게 해야 할까요?,난이도가 낮은 문제라도 맥락을 꼭 해석해보고 답을 고르시는 게 좋습니다. 성적표 나오면 종합 피드백 드리겠습니다.,영어,공통,line501
내일 어떤 공부를 신경 써야 할까요?,문법 개념 보충에 더 신경 써주시길 바랍니다.,영어,공통,line502
틀린 개념은 어떻게 정리하면 좋을까요?,틀린 개념은 개념 노트에 보충해서 단권화 시켜주세요.,학습법,공통,line503
문법과 수학 공식을 어떻게 공부해야 하나요?,플래너에 적지 않더라도 문법과 수학 공식 암기는 매일 조금씩 나가주셔야 합니다.,학습법,공통,line504
선형대수와 미적분 공부 순서는 어떻게 해야 하나요?,선대 진도가 끝날 때까지는 문풀보다 진도를 더 우선시 해주세요.,수학,이과,line505
선형대수 요점정리 자료가 있을까요?,"네, 미적분처럼 선형대수 요점정리 자료도 제공 가능합니다.",수학,이과,line506
선형대수에서 중요한 개념은 무엇인가요?,고유값과 고유벡터는 선대에서 가장 중요한 개념이므로 반드시 개념 강좌를 제대로 들어주세요.,수학,이과,line507
고난이도 수학 문제는 어떻게 연습해야 하나요?,빨리 푸는 것보다는 최대한 많은 유형을 다뤄보는 게 중요합니다.,수학,이과,line508
공부 시간을 더 늘리려면 어떻게 해야 하나요?,방학 동안엔 11~12시간씩 공부하는 학생들도 있으니 채준학생도 시간을 늘려주세요.,FAQ,공통,line509
단어장은 언제 변경하는 게 좋을까요?,동의어까지 익숙해지면 단어장을 변경하셔도 괜찮습니다.,학습자료,공통,line510
급수 파트는 어떻게 공부해야 하나요?,공식 암기 위주로 공부해야 합니다.,수학,이과,line511
문법 공부 시간은 어느 정도 배분해야 할까요?,초반에는 문법을 매일 1~2시간 하지 않고 수학에 더 집중하는 편이 좋습니다.,영어,공통,line512
미적분2는 언제까지 끝내는 게 좋을까요?,되도록 7월 안에 끝내주시는 게 좋습니다.,수학,이과,line513
어휘 암기가 잘 안 될 때 어떻게 해야 하나요?,"아침, 점심, 저녁으로 세 번 반복해서 누적 암기해보세요.",학습법,공통,line514
수학과 영어 중 어느 것을 우선해야 할까요?,지금은 수학 성적을 더 올려야 하므로 수학을 우선시 해주세요.,수학,이과,line515
선형대수 벡터공간 파트가 어렵습니다. 어떻게 해야 하나요?,해설 강의를 반복해서 보면서 강사님과 동일한 접근 방식을 연습해보세요.,수학,이과,line516
기출문제는 언제부터 푸는 게 좋을까요?,보통 9월부터 시작하지만 컨텐츠가 부족하면 8월부터 시작해도 괜찮습니다.,시험준비,공통,line517
