question,answer,category,적용대상,출처
선형변환은 중요한 파트인가요?,최상위권 대학을 목표한다면 매우 중요한 파트입니다.,수학,이과,line518
공부 계획을 세웠는데 다 못 지키면 어떻게 해야 하나요?,계획을 다 지키는 게 최선이지만 상황에 맞게 조절하시고 최대한 균형 있게 챙겨주시면 좋습니다.,FAQ,공통,line519
여행 다녀오면 공부 루틴이 무너질 때는 어떻게 하나요?,여행 후에는 쉽게 풀어지니 짧게라도 챙기면서 흐름을 유지해 주세요.,FAQ,공통,line520
컨디션이 안 좋을 때 공부는 어떻게 해야 하나요?,몸이 우선이니 무리하지 마시고 단어 암기처럼 가벼운 공부만 챙겨주세요.,FAQ,공통,line521
공부 시간이 부족할 때 어떻게 분배해야 하나요?,영어와 수학을 고루 챙기되 우선순위를 정해서 시간 배분을 해보세요.,FAQ,공통,line522
아플 때 공부를 전혀 안 해도 괜찮을까요?,건강이 우선이지만 단어 정도는 가볍게 챙기면 좋습니다.,FAQ,공통,line523
수학 복습과 진도 중 무엇을 우선해야 할까요?,복습도 중요하지만 진도가 밀리지 않도록 우선 진도를 나가시는 게 좋습니다.,수학,이과,line524
미적분 공부는 어떤 순서로 하면 좋을까요?,미분을 먼저 끝내고 바로 적분으로 넘어가는 걸 추천드립니다.,수학,이과,line525
선형대수와 적분을 같이 공부해도 될까요?,초반에는 괜찮지만 후반부는 어려워서 적분을 먼저 끝내고 선형대수로 가는 게 좋습니다.,수학,이과,line526
수학 진도가 느린데 어떻게 해야 하나요?,시간을 늘리고 최대한 진도를 우선 챙기면서 복습은 짧게 가져가세요.,수학,이과,line527
알바 때문에 시간이 부족한데 수학은 어떻게 챙기면 좋을까요?,알바 전후로 짧게라도 인강을 듣고 복습은 최소화해 주세요.,수학,이과,line528
영어 문법 강의를 늦게 시작했는데 괜찮을까요?,문법은 더 끌면 안 좋으니 이번 달 안에 끝내는 걸 목표로 해주세요.,영어,공통,line529
영어 단어는 복습 위주로 해도 괜찮을까요?,복습만 하면 진도가 안 나가니 암기 위주로 챙겨주세요.,영어,공통,line530
영어 강사를 바꿔도 괜찮을까요?,강사 변경은 가능하니 본인 레벨에 맞는 강의를 선택하세요.,영어,공통,line531
단어장은 어떤 걸 우선으로 봐야 하나요?,인강 선생님 단어장을 기본으로 하고 보카바이블은 보조로 챙기시면 됩니다.,영어,공통,line532
독해가 잘 안 되면 어떻게 해야 하나요?,문법과 독해를 동시에 챙기고 기본부터 정리해 주세요.,영어,공통,line533
모의고사는 언제부터 보는 게 좋을까요?,정기적으로 응시해서 현 상황을 점검하고 보완해 주세요.,시험준비,공통,line534
시험 직전에는 어떤 공부를 해야 하나요?,"오답노트와 단어, 문법을 반복적으로 확인하는 것이 좋습니다.",시험준비,공통,line535
시간이 부족할 때 시험 대비는 어떻게 해야 하나요?,우선순위를 정해 반드시 필요한 부분만 집중하세요.,시험준비,공통,line536
경영학과 편입을 준비해도 될까요?,경영학과는 영어 비중이 높으니 수학 대신 영어에 집중해 주세요.,입시정보,문과,line537
편입에서 문과와 이과 차이가 큰가요?,"문과는 영어 중심, 이과는 수학+영어 병행이 필요합니다.",입시정보,공통,line538
경영학과 진학을 위해서는 어떤 과목을 챙겨야 하나요?,영어가 최우선이고 추가로 논리와 독해를 강화해 주세요.,입시정보,문과,line539
커리큘럼을 따라가기가 버거운데 어떻게 해야 하나요?,주어진 커리큘럼을 최대한 지키되 불가피할 경우 최소 단위로라도 따라가 주세요.,커리큘럼,공통,line540
강의 순서는 어떻게 정하면 좋을까요?,문법→독해→논리 순으로 나가시면 효과적입니다.,커리큘럼,공통,line541
단기간에 인강을 다 들어야 할 때는 어떻게 하나요?,속성 강의를 활용해서 빠르게 완강해 주세요.,커리큘럼,공통,line542
공부 루틴을 유지하려면 어떻게 해야 하나요?,하루 계획을 세우고 아침에 바로 실행하는 습관을 들이세요.,학습법,공통,line543
슬럼프가 올 때는 어떻게 극복하나요?,작게라도 성취감을 느낄 수 있는 과제를 설정해 주세요.,학습법,공통,line544
오답노트는 어떻게 작성하는 게 좋을까요?,틀린 문제→이유→정답 근거 순으로 간단히 정리하세요.,학습법,공통,line545
영어와 수학 중 어떤 걸 먼저 공부해야 하나요?,상황에 따라 다르지만 두 과목을 고르게 챙겨야 합니다.,학습법,공통,line546
알바와 공부를 병행할 때는 어떻게 해야 하나요?,알바 전후로 짧게라도 챙기고 주말에 시간을 늘리세요.,학습법,공통,line547
단어장은 어떻게 활용하면 좋을까요?,퀴즐렛이나 교재를 병행해서 반복적으로 암기하세요.,학습자료,공통,line548
보카바이블은 꼭 다 외워야 하나요?,보카바이블은 보조로 활용하고 핵심은 프로파일러 단어장을 보세요.,학습자료,공통,line549
인강 교재가 늦게 도착했을 때는 어떻게 하나요?,교재가 오기 전에는 단어와 수학을 중심으로 챙겨주세요.,학습자료,공통,line550
이동 시간에는 무엇을 공부하면 좋을까요?,퀴즐렛 단어 암기나 인강 시청을 활용하세요.,학습자료,공통,line551
보조 자료는 어떻게 활용해야 하나요?,데일리테스트와 같은 보조 자료를 병행해서 꾸준히 확인하세요.,학습자료,공통,line552
BGM 문제집을 풀어도 괜찮을까요?,"네, 우선 BGM을 풀어보시고 어려운 부분은 반복하면서 단단 교재로 보완해주시면 좋습니다. 풀면서 해설을 꼭 확인하고 풀이 과정을 익혀주세요.",수학,이과,line553
수학 문제 풀 때 어떤 점을 중점적으로 봐야 하나요?,"정답을 맞추는 것보다 문제를 보자마자 단원이 바로 떠오를 수 있도록 유형별로 구조를 파악해 주세요. 특히 다변수, 선대, 미적 전반적으로 고르게 연습하는 게 중요합니다.",수학,이과,line554
영어 공부는 어떻게 챙기면 좋을까요?,"영단어는 매일 암기하시고, 독해와 문법 문풀을 꾸준히 병행해 주세요. 벼락치기가 안 되니 하루에 조금씩 반드시 챙기셔야 합니다.",영어,공통,line555
모의고사 접수를 어떻게 준비해야 하나요?,8월 김영 모의고사는 반드시 기한 내에 계열에 맞게 접수해 주세요. 응시 후에는 본인의 부족한 부분을 분석하고 보완 학습에 활용하세요.,시험준비,공통,line556
자기소개서 첨삭은 언제 받는 게 좋을까요?,"9월에 바로 첨삭을 받으셔도 되고, 공부가 더 중요하다 생각되면 천천히 진행하셔도 됩니다. 필요하시면 자료 요청해 주세요.",입시정보,공통,line557
BGM 문제집을 풀어도 괜찮을까요?,"네, 우선 BGM을 풀어보시고 어려운 부분은 반복하면서 단단 교재로 보완해주시면 좋습니다. 해설을 꼭 확인하고 풀이 과정을 익혀주세요.",수학,이과,line558
수학 문제 풀 때 어떤 점을 중점적으로 봐야 하나요?,"정답을 맞추는 것보다 문제를 보자마자 단원이 떠오를 수 있도록 유형별 구조를 파악해 주세요. 특히 미적분, 선대, 다변수 전반적으로 고르게 연습해 주세요.",수학,이과,line559
다변수 문제는 어떻게 연습해야 하나요?,"문제 보자마자 단원과 파트를 인식할 수 있도록 반복 연습하시고, 해설을 통해 풀이 과정을 다시 점검하세요.",수학,이과,line560
선형대수 공부가 어렵습니다. 어떻게 접근할까요?,선대는 어려운 단원이 많으니 작은 단원부터 단계적으로 풀어보세요. 이해가 부족한 부분은 유형별 문제로 반복 학습해 주세요.,수학,이과,line561
문풀을 할 때 오답은 어떻게 정리해야 할까요?,"틀린 문제는 오답노트에 기록하시고, 틀린 이유→정답 근거→다시 풀기 순으로 정리해 주시면 좋습니다.",수학,이과,line562
수학 문풀은 어떤 순서로 하면 좋을까요?,"굳이 순서를 정하지 마시고 미적, 선대, 다변수를 고르게 섞어서 푸세요. 특정 과목만 몰아서 하지 않는 것이 중요합니다.",수학,이과,line563
수학 기출은 언제부터 시작하는 게 좋나요?,BGM과 단단을 마무리한 뒤 기출을 풀어보시면 좋습니다. 파트별 문제집과 학교별 기출을 병행하세요.,수학,이과,line564
기출 문제는 어떤 방식으로 풀어야 하나요?,"제한 시간을 정해서 풀고, 틀린 문제는 반드시 해설을 확인하면서 유형을 정리해 주세요. 반복할수록 안정적인 점수가 나옵니다.",수학,이과,line565
파트별 문제집은 어떻게 활용해야 하나요?,단단과 유사하게 단원별로 정리하면서 풀어주세요. 어려운 문제와 쉬운 문제를 섞어서 복습하면 효과적입니다.,수학,이과,line566
성적을 안정적으로 올리려면 어떻게 해야 하나요?,수학 점수는 일정 수준까지 올린 뒤 기출을 반복하면서 유지하는 것이 중요합니다. 영어와 병행해 안정적으로 관리하세요.,수학,이과,line567
영어 단어 학습은 어떻게 해야 하나요?,"매일 일정량을 정해 꾸준히 암기하시고, 하루에 2~3회 복습 주기를 두시면 효과적입니다.",영어,공통,line568
영어 독해를 잘하려면 어떻게 해야 하나요?,"문풀에서 독해 문제를 풀 때 단순 정답 확인에 그치지 말고, 해석 연습과 문법 구조 분석을 함께 해주세요.",영어,공통,line569
영어 문법 학습은 어떻게 하면 좋을까요?,문법은 짧은 시간을 정해 매일 반복하세요. 문풀에서 틀린 문법 문제는 따로 정리해 두시면 좋습니다.,영어,공통,line570
영어 기출 문제는 언제 시작하면 좋나요?,단어와 문법을 어느 정도 챙긴 뒤 기출을 천천히 시작하세요. 해석 훈련과 병행하면 안정적입니다.,영어,공통,line571
영어 문풀은 어떻게 진행하면 좋을까요?,"독해와 문법을 섞어서 풀어주시고, 틀린 문제는 해석을 직접 적어보면서 복습해 주세요.",영어,공통,line572
세종대 기출은 난이도가 어떤가요?,세종대는 사고력을 요하는 까다로운 문제가 있어 난도가 높습니다. 점수와 백분위를 확인하면서 부족한 유형을 보완하세요.,영어,공통,line573
성대 영어 점수는 어느 정도 되어야 하나요?,안정적으로 합격하려면 성대 점수를 60~70점 이상까지 올려주셔야 합니다. 단어와 독해 훈련을 병행하세요.,영어,공통,line574
영어 벼락치기로 대비해도 될까요?,영어는 벼락치기로는 한계가 있습니다. 매일 단어와 문풀을 꾸준히 챙겨야 합니다.,영어,공통,line575
영어 단어와 독해 중 무엇을 우선해야 하나요?,"단어를 기본으로 챙기시고, 독해는 단어와 문법이 쌓일수록 더 수월해집니다. 병행해 주시는 게 가장 좋습니다.",영어,공통,line576
영어 공부 시간을 늘리는 게 좋을까요?,수학과 균형을 유지하면서 영어 시간을 조금 더 확보해 주시면 좋습니다. 특히 단어와 문풀은 매일 챙겨주세요.,영어,공통,line577
모의고사 접수를 어떻게 준비해야 하나요?,본인의 계열에 맞게 사전 접수해 주시고 반드시 응시해 부족한 부분을 확인하세요. 결과를 기반으로 학습 계획을 조정하세요.,시험준비,공통,line578
모의고사 점수는 어떻게 활용하면 좋을까요?,"틀린 문제를 분석해 오답노트로 정리하시고, 부족한 단원은 문제집으로 보충하세요.",시험준비,공통,line579
시험 전날에는 무엇을 공부하는 게 좋을까요?,새로운 내용보다는 그동안 정리한 오답노트와 단어장을 복습하세요. 컨디션 관리도 중요합니다.,시험준비,공통,line580
실제 시험 전략은 어떻게 세워야 하나요?,"시간 배분을 미리 정해서 연습하세요. 예를 들어 수학은 6:4 비율로 나누고, 영어는 독해부터 푸는 식으로 전략을 세우세요.",시험준비,공통,line581
시험 직전 컨디션 관리 방법이 궁금합니다.,"시험 2~3일 전에는 수면 패턴을 일정하게 맞추고, 지나치게 많은 문제를 풀지 말고 복습 위주로 진행하세요.",시험준비,공통,line582
자기소개서 첨삭은 언제 받는 게 좋을까요?,"9월에 바로 첨삭을 받으셔도 되고, 공부에 집중하고 싶다면 천천히 진행해도 괜찮습니다.",입시정보,공통,line583
편입 전형 준비는 언제 시작하는 게 좋나요?,"영어와 수학은 꾸준히 준비하시고, 서류와 면접은 시험 일정 2~3개월 전에 시작하시면 됩니다.",입시정보,공통,line584
대학별 기출은 어떻게 활용해야 하나요?,"지원하려는 대학의 기출을 최소 3년치 이상 풀어보시고, 출제 경향을 정리해 두세요.",입시정보,공통,line585
오답노트를 어떻게 정리해야 하나요?,"문제 번호, 틀린 이유, 정답 근거 순으로 기록하시고, 주 1회 이상 복습해 주세요.",학습법,공통,line586
공부 루틴은 어떻게 세우는 게 좋을까요?,"아침에는 수학, 오후에는 영어처럼 큰 흐름을 정하시고 세부 계획은 플래너로 관리하세요.",학습법,공통,line587
밤낮이 바뀌었을 때 어떻게 조정하면 좋을까요?,하루만이라도 공부량을 줄이고 일찍 잠들어 리듬을 회복하세요. 이후에는 규칙적인 시간에 공부를 시작하세요.,학습법,공통,line588
공부 시간을 늘리는 방법이 궁금합니다.,공부 시간은 점진적으로 늘려야 합니다. 하루에 30분씩 추가하는 방식으로 습관을 만들어 주세요.,학습법,공통,line589
슬럼프가 올 때는 어떻게 해야 하나요?,"짧게라도 매일 공부를 이어가고, 쉬운 과목이나 단어 암기처럼 부담이 적은 학습부터 다시 시작하세요.",FAQ,공통,line590
단단 교재는 어떻게 활용하면 좋나요?,단단은 어려운 파트를 보완하는 데 활용하세요. BGM과 병행하면서 부족한 유형을 채워주세요.,학습자료,이과,line591
위클리 인서울 과정은 어떻게 풀면 좋나요?,수학 문풀 감을 익히기에 좋은 교재입니다. 매주 빠짐없이 풀고 복습까지 챙겨주세요.,학습자료,이과,line592
학원 수업 외에 무엇을 보완해야 하나요?,"수업에서 다룬 내용을 복습하고, 단어 암기와 문풀을 개인 학습으로 반드시 챙겨주세요.",커리큘럼,공통,line593
강좌 순서는 어떻게 들으면 좋을까요?,기본 강좌 완강 후 심화 과정으로 넘어가세요. 미적→선대→다변수 순으로 진행하면 효과적입니다.,커리큘럼,이과,line594
학원 상담은 얼마나 자주 받으면 좋을까요?,월 1~2회는 전화 상담을 받아 학습 방향을 점검하세요. 필요 시 추가 상담을 요청하셔도 좋습니다.,커리큘럼,공통,line595
확통은 어떻게 공부해야 하나요?,확통은 계산 실수를 줄이는 것이 핵심입니다. 기출과 문제집을 반복하며 풀이 과정을 꼼꼼히 확인하세요.,수학,이과,line596
미적분 킬러 문제는 어떻게 대비해야 하나요?,킬러 문제는 정석 풀이보다 접근 방법을 훈련하는 것이 중요합니다. 다양한 유형을 접하고 풀이 전략을 기록하세요.,수학,이과,line597
수학에서 시간 부족할 때 어떻게 해야 하나요?,문제를 풀 때 먼저 확실히 맞출 수 있는 문제부터 푸세요. 어려운 문제는 표시해두고 남은 시간에 도전하세요.,수학,이과,line598
영어 듣기 공부도 필요할까요?,"편입에서는 듣기 비중이 적지만, 기본 독해와 문법을 위한 발음·억양 감각은 도움 됩니다. 가볍게 뉴스나 리스닝 자료를 활용하세요.",영어,공통,line599
영어 문제 풀 때 시간이 부족합니다.,"시간 제한을 두고 풀어보시고, 틀린 문제는 왜 시간이 걸렸는지 분석해 주세요. 단어 부족이 원인일 수도 있습니다.",영어,공통,line600
영어 서술형 대비는 어떻게 하나요?,"주요 문법 포인트를 정리해 두시고, 간단한 영어 작문을 직접 써보는 훈련을 꾸준히 하세요.",영어,공통,line601
시험장에서 긴장을 줄이는 방법이 있을까요?,모의고사를 실제 시험처럼 치르며 연습하세요. 호흡 조절과 시간 분배를 평소에 훈련하면 긴장이 줄어듭니다.,시험준비,공통,line602
시험 응시 후 복기는 어떻게 하면 좋을까요?,시험 직후에 바로 틀린 문제와 헷갈렸던 문제를 기록하세요. 다음 공부에 활용하면 효과적입니다.,시험준비,공통,line603
실전 연습은 몇 회차 정도 필요한가요?,최소 5회 이상은 실제 시험과 동일하게 연습해 보셔야 안정적인 결과가 나옵니다.,시험준비,공통,line604
편입 영어 시험은 난이도가 어떤가요?,"상위권 대학일수록 난도가 높으며, 사고력과 응용력이 요구됩니다. 기출을 반드시 풀어보셔야 합니다.",입시정보,공통,line605
자소서 작성 시 유의할 점은 무엇인가요?,"본인의 경험을 구체적으로 쓰되, 과장하지 않고 진솔하게 작성하는 것이 중요합니다.",입시정보,공통,line606
면접 준비는 어떻게 해야 할까요?,전공 질문 대비와 자기소개 연습을 병행하세요. 예상 질문을 뽑아 답변을 직접 말해보는 것이 효과적입니다.,입시정보,공통,line607
아침 공부와 저녁 공부 중 언제가 더 효율적일까요?,"개인 성향에 따라 다르지만, 중요한 과목은 집중력이 좋은 아침 시간에 배치하는 것이 유리합니다.",학습법,공통,line608
집중력이 오래 안 가는데 어떻게 하나요?,"50분 공부 후 10분 휴식을 지키시고, 짧은 목표를 세워 달성감을 느끼며 공부하세요.",학습법,공통,line609
스터디 그룹은 도움이 될까요?,함께 문제를 풀고 해설을 공유하는 과정에서 큰 도움이 됩니다. 하지만 시간 낭비가 되지 않도록 규칙을 정하세요.,학습법,공통,line610
EBS 교재는 어떻게 활용하면 좋을까요?,교재 전체를 다 보기보다는 필요한 파트만 선별해서 보시는 게 효율적입니다.,학습자료,공통,line611
학교별 기출 문제집은 꼭 풀어야 하나요?,지원할 학교의 기출은 반드시 풀어야 합니다. 난이도와 출제 경향을 익히는 데 필수입니다.,학습자료,공통,line612
인강 복습은 어떻게 하는 게 좋을까요?,"강의를 들은 후 바로 문제를 풀어보시고, 중요한 부분은 2배속으로 다시 돌려보시면 효율적입니다.",커리큘럼,공통,line613
토요일이나 빨리 끝나는 날엔 뭘 하면 좋을까요?,쎄다 복습이나 문법 학습을 추가로 진행해주시면 좋습니다.,영어,공통,line615
공부 시간은 어떻게 관리해야 하나요?,하루 최소 10시간 이상은 공부하셔야 경쟁력을 갖출 수 있습니다.,FAQ,공통,line616
파이널 시즌 공부는 어떻게 해야 하나요?,파이널 강좌를 우선 나가면서 부족한 부분을 보충하시면 됩니다. 기출 문제는 매일 1회씩 꼭 풀어주세요.,시험준비,공통,line617
모의고사는 언제 응시하면 되나요?,"현재 중상위권 이상이라면 응시해서 위치를 확인하시고, 아니라면 진도와 복습에 집중하시는 것이 좋습니다.",시험준비,공통,line618
공학수학/파트별다지기/서성한 특별반은 어떻게 공부해야 하나요?,"공학수학은 공식을 정리하며 진도를 나가고, 파트별 다지기는 계산력을 기르며, 서성한은 꾸준히 재미를 붙여가며 학습해주세요.",수학,이과,line619
기출 문제는 어떻게 풀어야 하나요?,"매일 1회씩 학교별로 응시하시고, 틀린 유형과 이유를 정리해두시면 도움이 됩니다.",시험준비,공통,line620
재등록 기한은 언제까지인가요?,"재등록 기한은 9월 18일까지이며, 반드시 기한 내 결제 진행해주시길 바랍니다.",입시정보,공통,line621
공학수학과 기출의 학습 밸런스는 어떻게 잡아야 하나요?,공학수학은 하루 1강씩 진행하고 기출은 1회씩 꾸준히 풀어 균형을 맞추시면 됩니다.,수학,이과,line622
건대 기출 문제의 특징은 무엇인가요?,건대는 동일하거나 유사한 유형을 반복 출제하는 경향이 있으니 학교별 특징을 정리해두시면 안정에 도움이 됩니다.,시험준비,이과,line623
수학 공식 암기는 언제 시작해야 하나요?,이제부터는 지엽적인 공식들도 외우기 시작하셔야 시험 막판에 덜 힘듭니다.,수학,이과,line624
공학수학의 어떤 파트를 더 공부해야 하나요?,용수철과 같은 응용 문제들이 자주 나오니 해당 파트를 집중해서 문풀 연습해주시길 바랍니다.,수학,이과,line625
기출 문제 푸는 순서는 어떻게 되나요?,"동국→건국→아주→세종 순으로, 한 학교당 5개년씩 푸시고 넘어가시면 됩니다.",시험준비,공통,line626
아주대 기출은 제한 시간을 어떻게 잡아야 하나요?,영어 25문항 + 수학 25문항 총 90분 시험이므로 연습 시 60분 정도로 잡고 풀어보세요.,시험준비,공통,line627
세종대 기출 난이도는 어떤가요?,"영어 없이 수학만 시험이므로 난이도가 있고, 문제 퀄리티가 높으니 꼼꼼하게 분석해두시면 좋습니다.",시험준비,이과,line628
플래너는 언제 제출해야 하나요?,매일 공부 종료 후 플래너를 바로 보내주셔야 관리가 가능합니다.,FAQ,공통,line629
심리적으로 힘들 땐 어떻게 해야 하나요?,하루 종일 쉬는 것보다는 반나절 정도 휴식을 취하고 다시 패턴을 회복하는 것이 좋습니다.,FAQ,공통,line630
문법은 어떻게 학습하면 되나요?,주 1~2회는 반드시 리마인드하며 꾸준히 복습해주세요.,영어,공통,line631
학교별 기출 분석은 어떻게 하면 되나요?,"틀린 유형, 특징, 난이도를 메모장에 정리하고 반복해서 확인해두시면 대비가 쉽습니다.",시험준비,공통,line632
단어 암기를 효율적으로 하려면 어떻게 해야 할까요?,"매일 최소 1챕터씩 꾸준히 반복하고, 회독 속도를 높여 자주 눈에 익히는 것이 좋습니다. 틀린 단어는 오답노트에 따로 정리해두세요.",영어,공통,line633
MVP 단어가 기억이 잘 안 날 때 어떻게 복습해야 하나요?,"최근 외운 단어는 빠르게 점검하고, 오래전에 외운 단어는 집중적으로 다시 보세요. 헷갈린 단어는 표시해서 반복 확인하세요.",영어,공통,line634
단어 양이 버겁지 않은지 어떻게 판단할 수 있나요?,하루 학습이 무리 없이 끝난다면 적절한 양입니다. 여유가 있으면 점차 1챕터씩 늘려가세요.,학습법,공통,line635
단어 암기량을 늘릴 때 어떤 기준으로 조정해야 할까요?,"5월 초까지는 현재 양을 유지하고, 중순부터는 하루에 1챕터 정도 더 늘려보세요. 시험이 가까워질수록 회독 속도에 집중하세요.",학습법,공통,line636
교재는 언제 주문해야 하나요?,교재는 끝나기 전에 미리 주문해두셔야 다음 진도를 끊김 없이 나갈 수 있습니다.,커리큘럼,공통,line637
BGM 성적이 중상위권인데 어떻게 접근해야 하나요?,초반엔 중상위권이어도 마지막 모의고사쯤엔 상위권으로 올라가는 경우가 많으니 포기하지 말고 끝까지 진행해주세요.,시험준비,이과,line638
문제를 풀다가 시간이 부족할 때 어떻게 해야 하나요?,시험지에서 바로 풀 수 없는 문제는 과감히 넘기고 풀 수 있는 문제부터 빠르게 해결하는 연습을 해주세요.,시험준비,공통,line639
영단어는 하루에 얼마나 암기해야 할까요?,"어휘는 하루 최소 3day 이상 암기해주셔야 하고, 헷갈린 단어는 따로 정리해서 누적 복습해주시면 좋습니다.",영어,공통,line640
오답노트는 어떻게 작성해야 하나요?,"오답노트는 틀린 파트와 이유, 정답 근거까지 기록하고 일정 시간 뒤에 다시 풀어보셔야 합니다.",학습법,공통,line641
수학 복습은 어떻게 해야 하나요?,"강의 복습 시 책에 정리한 내용을 다시 보고, 중요하거나 틀린 문제는 꼭 다시 풀어보셔야 복습이 완성됩니다.",수학,이과,line642
공부 시작 시간이 자꾸 늦어집니다. 어떻게 해야 하나요?,공부는 오전 9시나 10시 이전에 시작해주셔야 진도를 다 나갈 수 있습니다. 시작 시간을 당겨주세요.,학습법,공통,line643
영어 강의는 하루에 몇 개 정도 듣는 게 좋을까요?,"영어 인강은 하루 2개 이하로 줄이고, 남는 시간은 수학에 투자해주시는 게 좋습니다.",영어,공통,line644
비지엠에서 점수가 잘 안 나오는데 괜찮을까요?,"비지엠에서 성적이 좋지 않아도 기출과 파이널 과정에서 충분히 오를 수 있으니, 약한 부분을 분석하고 보충하는 데 집중해주세요.",시험준비,이과,line645
학교 일정 때문에 시간이 부족할 때 어떻게 공부해야 하나요?,"학교 병행 시에는 반드시 이동 시간에 영단어를 암기하고, 집에서는 수학을 우선 진행해주세요.",학습법,공통,line646
자소서 초안은 언제 제출해야 하나요?,"자소서 초안은 9월 12일까지 제출해주셔야 첨삭을 받을 수 있고, 이후 제출 시 대기 기간이 더 길어질 수 있습니다.",입시정보,공통,line647
알바와 공부 병행이 힘든데 어떻게 해야 하나요?,"알바로 인해 반나절이 사라지면 공부 시간이 부족하니, 시험이 가까워지면 알바를 줄이는 것도 고려해주세요.",학습법,공통,line648
수학 강좌 순서는 어떻게 진행해야 하나요?,"다변수 완강 후에는 블랙과 비지엠에 속도를 내주시고, 이후 공학수학과 파트별 다지기 파이널 강좌로 넘어가시면 됩니다.",커리큘럼,이과,line649
틀린 문제는 언제 다시 복습해야 하나요?,틀린 문제는 바로 다시 풀지 말고 일정 시간이 지난 후 다시 풀어야 기억이 오래갑니다.,학습법,공통,line650
복습은 어떻게 진행하는 게 좋을까요?,"틀린 문제와 비슷한 문제를 찾아 다시 풀어보시고, 이전 강의 내용을 간단히 리마인드 후 시작하시면 좋습니다.",FAQ,공통,line651
